"","add_to_cart_order","reordered","order_number","order_dow","order_hour_of_day","days_since_prior_order","aisle_id","department_id"
"88346",6,1,47,6,13,15,83,4
"88347",9,0,4,0,15,30,83,4
"88348",4,1,7,3,17,27,83,4
"88349",6,1,12,5,17,26,83,4
"88350",11,1,6,4,14,30,83,4
"88351",7,0,33,1,7,5,83,4
"88352",10,0,5,0,16,30,83,4
"88353",2,1,9,0,15,30,83,4
"88354",3,1,27,6,14,14,83,4
"88355",1,1,20,6,10,18,83,4
"88356",10,1,5,3,10,30,83,4
"88357",6,1,7,0,12,7,83,4
"88358",7,0,4,4,18,30,83,4
"88359",4,0,66,0,10,4,83,4
"88360",7,0,7,0,19,30,83,4
"88361",1,1,27,1,19,6,83,4
"88362",5,1,74,0,21,4,83,4
"88363",5,0,4,5,15,30,83,4
"88364",5,1,4,3,1,30,83,4
"88365",4,1,13,0,12,22,83,4
"88366",7,1,43,2,7,10,83,4
"88367",1,1,5,2,13,17,83,4
"88368",11,1,17,3,14,30,83,4
"88369",5,1,11,6,20,7,83,4
"88370",21,1,20,6,13,11,83,4
"88371",2,1,14,1,18,15,83,4
"88372",1,1,14,0,13,11,83,4
"88373",8,0,4,2,8,30,83,4
"88374",6,1,4,4,11,30,83,4
"88375",8,1,26,0,23,27,83,4
"88376",3,0,35,0,8,14,83,4
"88377",4,1,9,3,15,30,83,4
"88378",7,0,5,0,11,21,83,4
"88379",9,0,4,1,16,30,83,4
"88380",3,1,18,3,10,8,83,4
"88381",5,0,26,4,17,30,83,4
"88382",5,1,9,4,17,30,83,4
"88383",6,1,18,1,20,30,31,7
"88384",2,1,6,2,1,23,45,19
"88385",15,1,6,1,14,30,83,4
"88386",4,0,23,6,12,4,83,4
"88387",4,1,6,0,7,16,83,4
"88388",7,0,37,3,0,3,83,4
"88389",8,1,34,2,16,23,83,4
"88390",25,0,9,5,10,5,83,4
"88391",15,1,12,6,16,7,83,4
"88392",9,1,30,0,18,5,83,4
"88393",3,0,6,6,11,30,83,4
"88394",5,1,18,5,13,5,83,4
"88395",2,1,5,0,5,12,83,4
"88396",6,0,18,0,17,3,83,4
"88397",9,1,5,0,17,5,108,16
"88398",21,0,5,2,10,30,108,16
"88399",7,0,10,3,8,12,108,16
"88400",35,1,19,4,9,8,101,17
"88401",3,0,8,3,12,30,54,17
"88402",6,0,14,3,4,9,54,17
"88403",7,1,21,6,14,27,54,17
"88404",24,0,16,1,13,7,22,11
"88405",12,0,11,1,7,11,106,12
"88406",3,0,9,4,14,0,45,19
"88407",4,1,4,2,13,30,121,14
"88408",5,0,10,0,13,30,121,14
"88409",14,0,9,0,11,30,129,1
"88410",12,1,21,2,10,15,129,1
"88411",17,1,17,0,9,14,26,7
"88412",6,1,5,1,8,15,61,19
"88413",4,0,4,6,12,11,2,16
"88414",18,1,18,6,18,20,73,11
"88415",1,0,62,0,11,3,73,11
"88416",7,0,16,2,13,23,73,11
"88417",12,0,7,1,7,12,73,11
"88418",17,0,15,0,10,14,73,11
"88419",23,0,7,1,13,24,73,11
"88420",21,1,17,1,19,30,126,11
"88421",1,0,17,5,10,30,126,11
"88422",6,0,11,2,18,1,100,21
"88423",10,0,7,4,9,30,21,16
"88424",4,1,9,2,14,22,21,16
"88425",11,1,8,4,8,14,21,16
"88426",9,1,37,2,15,10,21,16
"88427",9,1,19,0,15,7,21,16
"88428",8,0,29,2,14,30,21,16
"88429",14,0,13,0,13,30,21,16
"88430",4,0,88,5,12,6,21,16
"88431",10,1,100,1,9,4,21,16
"88432",1,1,18,0,15,14,37,1
"88433",1,1,7,2,18,30,86,16
"88434",6,1,30,6,10,13,86,16
"88435",16,0,10,0,14,30,86,16
"88436",5,1,14,2,16,6,71,16
"88437",3,0,8,2,5,6,71,16
"88438",5,1,48,0,16,2,71,16
"88439",12,0,4,4,14,30,71,16
"88440",3,0,8,2,12,8,71,16
"88441",24,1,26,4,17,17,71,16
"88442",21,0,20,1,0,25,71,16
"88443",29,0,9,0,16,30,71,16
"88444",1,0,17,5,13,8,104,13
"88445",2,0,6,5,14,7,104,13
"88446",7,0,11,0,9,14,104,13
"88447",5,0,18,4,22,9,72,13
"88448",19,0,5,0,11,21,72,13
"88449",4,1,7,4,20,11,72,13
"88450",1,0,4,1,9,30,72,13
"88451",3,0,6,0,12,6,72,13
"88452",2,0,4,2,13,7,72,13
"88453",19,1,21,0,16,30,72,13
"88454",21,0,6,0,15,14,72,13
"88455",6,0,19,5,21,21,72,13
"88456",8,0,25,1,10,1,72,13
"88457",21,0,36,3,16,6,72,13
"88458",1,1,31,3,18,24,72,13
"88459",12,0,30,2,15,30,72,13
"88460",8,0,6,0,17,8,72,13
"88461",20,1,42,1,14,10,72,13
"88462",19,0,74,4,17,11,72,13
"88463",49,0,37,5,13,11,72,13
"88464",9,0,12,0,21,10,72,13
"88465",13,1,95,5,8,3,72,13
"88466",11,0,10,3,11,30,72,13
"88467",11,0,7,4,18,30,72,13
"88468",5,0,30,1,20,6,72,13
"88469",5,1,23,0,15,30,72,13
"88470",14,0,56,0,22,2,72,13
"88471",30,0,35,0,15,30,117,19
"88472",22,1,17,0,9,14,115,7
"88473",28,1,26,4,17,17,115,7
"88474",1,1,4,3,17,0,115,7
"88475",5,1,5,6,12,9,115,7
"88476",6,1,7,3,20,22,115,7
"88477",1,0,6,4,4,30,115,7
"88478",1,1,8,4,14,4,115,7
"88479",17,1,68,5,12,4,115,7
"88480",1,0,7,5,12,30,115,7
"88481",14,1,29,3,10,5,115,7
"88482",1,1,21,0,17,10,115,7
"88483",1,1,24,0,16,7,115,7
"88484",21,0,20,0,13,30,115,7
"88485",3,1,13,4,10,30,115,7
"88486",3,1,7,6,20,10,115,7
"88487",11,1,16,2,17,15,115,7
"88488",2,1,9,0,10,21,115,7
"88489",7,1,95,5,8,3,115,7
"88490",3,1,27,5,13,11,115,7
"88491",1,1,4,0,14,30,115,7
"88492",5,1,84,5,9,3,115,7
"88493",6,0,20,2,8,30,115,7
"88494",14,1,9,0,17,16,115,7
"88495",8,0,5,6,11,30,115,7
"88496",2,0,4,4,7,30,115,7
"88497",2,1,11,0,15,26,115,7
"88498",20,1,27,0,14,30,115,7
"88499",3,1,12,4,19,24,115,7
"88500",3,1,16,0,8,21,115,7
"88501",14,0,6,6,16,30,115,7
"88502",6,1,4,1,8,30,115,7
"88503",14,1,12,2,10,13,115,7
"88504",1,1,8,0,14,25,115,7
"88505",1,0,7,0,17,15,115,7
"88506",11,0,6,6,18,19,115,7
"88507",23,0,4,2,15,30,115,7
"88508",12,1,12,4,8,22,115,7
"88509",6,1,9,4,18,13,115,7
"88510",20,0,9,0,11,30,115,7
"88511",1,1,25,0,12,21,115,7
"88512",28,1,17,1,19,30,115,7
"88513",3,1,31,2,20,14,115,7
"88514",1,1,15,1,9,30,115,7
"88515",3,1,7,1,11,22,115,7
"88516",3,1,4,2,14,9,115,7
"88517",4,0,6,0,12,7,115,7
"88518",2,0,4,4,12,30,115,7
"88519",1,0,6,2,20,11,115,7
"88520",1,1,5,4,9,24,115,7
"88521",6,1,52,5,11,4,115,7
"88522",6,1,26,1,13,30,115,7
"88523",12,0,4,0,16,7,115,7
"88524",2,1,24,0,13,30,115,7
"88525",6,1,61,5,9,7,115,7
"88526",8,0,5,0,12,30,115,7
"88527",16,1,12,1,14,30,115,7
"88528",1,1,9,5,10,4,115,7
"88529",1,1,7,6,9,13,115,7
"88530",8,0,9,6,21,12,115,7
"88531",4,1,6,0,8,30,115,7
"88532",2,1,11,0,10,18,115,7
"88533",2,1,23,5,14,18,115,7
"88534",5,1,11,6,15,30,115,7
"88535",2,1,19,6,16,28,115,7
"88536",9,1,8,3,19,6,115,7
"88537",13,0,4,3,12,30,115,7
"88538",7,0,5,6,10,30,115,7
"88539",3,1,5,5,11,30,115,7
"88540",8,1,5,2,16,10,115,7
"88541",1,0,9,5,19,30,115,7
"88542",8,1,11,4,14,30,115,7
"88543",5,1,34,5,10,21,115,7
"88544",4,0,17,3,17,1,115,7
"88545",7,1,14,2,12,3,115,7
"88546",7,0,6,1,14,21,115,7
"88547",3,1,5,0,14,30,115,7
"88548",10,1,4,5,6,30,115,7
"88549",5,1,78,3,16,4,115,7
"88550",15,1,18,1,6,10,115,7
"88551",2,1,47,6,15,3,115,7
"88552",2,0,7,4,10,30,115,7
"88553",1,0,13,6,5,15,115,7
"88554",3,1,13,0,13,6,115,7
"88555",5,0,12,6,15,30,115,7
"88556",17,0,33,6,14,14,115,7
"88557",4,1,6,5,12,30,115,7
"88558",1,1,45,5,16,30,115,7
"88559",8,1,14,4,10,9,115,7
"88560",3,1,23,1,13,6,115,7
"88561",13,0,4,2,14,30,115,7
"88562",31,0,4,3,7,12,115,7
"88563",35,1,16,2,11,0,115,7
"88564",4,1,71,0,15,7,115,7
"88565",5,1,4,3,16,18,115,7
"88566",1,1,9,6,14,20,115,7
"88567",12,1,4,0,11,30,115,7
"88568",2,1,12,6,11,13,115,7
"88569",1,1,16,6,13,20,115,7
"88570",7,1,50,0,5,15,115,7
"88571",2,1,5,2,14,30,115,7
"88572",2,1,45,0,11,14,115,7
"88573",10,0,5,3,16,11,115,7
"88574",7,1,18,0,23,15,115,7
"88575",2,1,30,6,9,14,115,7
"88576",16,0,15,0,21,6,115,7
"88577",2,1,5,3,9,1,115,7
"88578",7,1,8,0,13,30,115,7
"88579",2,1,4,1,14,6,115,7
"88580",20,0,5,2,1,30,115,7
"88581",4,1,20,4,11,27,115,7
"88582",16,0,6,3,14,7,115,7
"88583",5,0,16,0,17,30,115,7
"88584",2,1,10,6,17,30,115,7
"88585",2,1,35,0,9,7,115,7
"88586",7,1,4,3,12,8,115,7
"88587",11,1,15,1,16,4,115,7
"88588",1,1,71,2,11,7,115,7
"88589",1,1,25,3,17,30,115,7
"88590",2,1,23,3,18,22,115,7
"88591",9,1,6,1,12,24,115,7
"88592",21,1,4,6,21,29,115,7
"88593",1,1,7,0,15,30,115,7
"88594",1,1,30,0,12,7,115,7
"88595",5,1,39,4,8,1,115,7
"88596",2,0,12,6,5,11,115,7
"88597",6,1,20,1,17,30,115,7
"88598",8,1,8,3,18,30,115,7
"88599",11,1,26,0,13,12,115,7
"88600",1,1,8,5,11,30,115,7
"88601",7,1,11,1,8,30,115,7
"88602",1,1,5,6,20,30,115,7
"88603",1,0,10,0,17,21,115,7
"88604",10,1,16,0,15,14,115,7
"88605",2,1,5,1,9,30,115,7
"88606",2,1,5,6,12,30,115,7
"88607",1,1,19,1,16,10,115,7
"88608",1,1,4,2,17,6,115,7
"88609",5,0,4,6,20,10,115,7
"88610",4,1,22,3,16,18,115,7
"88611",11,1,4,3,12,9,115,7
"88612",11,1,12,2,17,19,115,7
"88613",3,1,4,0,17,30,115,7
"88614",11,1,10,2,14,0,115,7
"88615",4,1,6,5,13,11,115,7
"88616",1,1,19,6,9,14,115,7
"88617",3,1,8,5,10,29,115,7
"88618",4,1,5,6,17,30,115,7
"88619",1,1,8,6,15,28,115,7
"88620",4,0,6,1,15,30,115,7
"88621",19,1,4,2,14,30,115,7
"88622",4,1,30,2,15,30,115,7
"88623",4,1,4,6,18,4,115,7
"88624",1,1,42,3,17,22,115,7
"88625",4,0,5,2,20,25,115,7
"88626",1,0,5,6,18,30,115,7
"88627",6,1,88,4,8,2,115,7
"88628",4,0,40,4,14,2,115,7
"88629",1,1,6,3,21,16,115,7
"88630",1,1,5,3,22,15,115,7
"88631",3,1,8,2,19,21,115,7
"88632",7,1,9,0,16,30,115,7
"88633",5,1,5,1,16,20,115,7
"88634",5,1,12,0,15,30,115,7
"88635",5,1,29,2,16,8,115,7
"88636",22,1,4,5,14,30,115,7
"88637",1,1,27,6,12,10,115,7
"88638",7,1,21,5,12,21,115,7
"88639",1,1,5,2,18,30,115,7
"88640",3,1,5,4,15,30,115,7
"88641",11,1,15,1,8,15,115,7
"88642",16,1,36,3,18,4,115,7
"88643",4,1,46,0,18,7,115,7
"88644",3,1,5,6,22,13,115,7
"88645",13,1,20,6,12,30,115,7
"88646",6,1,100,3,6,2,115,7
"88647",6,1,13,3,8,7,115,7
"88648",5,0,33,4,21,9,115,7
"88649",1,0,6,1,16,30,115,7
"88650",15,1,53,0,11,11,115,7
"88651",4,1,5,1,9,27,115,7
"88652",9,1,9,4,14,19,115,7
"88653",5,1,11,1,8,7,115,7
"88654",1,1,7,0,8,29,115,7
"88655",3,0,5,4,11,9,115,7
"88656",6,1,23,4,10,24,115,7
"88657",17,1,18,5,14,6,115,7
"88658",3,0,5,5,10,11,115,7
"88659",3,1,7,0,11,13,115,7
"88660",13,1,11,0,11,8,115,7
"88661",1,1,11,0,17,24,115,7
"88662",1,0,4,0,14,30,115,7
"88663",1,0,14,5,10,11,115,7
"88664",2,1,26,1,12,7,115,7
"88665",2,1,44,0,16,6,115,7
"88666",1,1,5,0,13,30,115,7
"88667",29,1,9,0,13,30,115,7
"88668",14,1,19,6,11,30,115,7
"88669",3,1,7,0,15,30,115,7
"88670",7,0,7,2,14,12,115,7
"88671",1,1,38,3,14,2,115,7
"88672",4,1,9,1,11,14,115,7
"88673",6,1,44,6,15,13,115,7
"88674",14,1,15,6,21,6,115,7
"88675",5,1,9,6,8,30,115,7
"88676",4,1,50,5,13,1,115,7
"88677",5,1,6,2,15,25,115,7
"88678",9,0,21,4,15,7,115,7
"88679",15,0,37,5,18,24,115,7
"88680",3,1,25,0,14,8,115,7
"88681",16,0,6,3,10,22,115,7
"88682",18,0,8,3,6,30,115,7
"88683",2,1,14,0,8,4,115,7
"88684",4,1,8,2,18,5,115,7
"88685",20,1,12,0,9,7,115,7
"88686",8,1,9,0,16,7,115,7
"88687",1,0,6,3,18,26,115,7
"88688",2,0,7,6,11,5,115,7
"88689",6,1,37,1,11,18,115,7
"88690",15,1,17,2,9,6,115,7
"88691",3,0,14,6,10,30,115,7
"88692",1,1,13,6,14,19,115,7
"88693",1,0,4,5,18,30,115,7
"88694",4,1,12,1,14,12,115,7
"88695",6,1,17,1,6,24,115,7
"88696",19,1,17,6,13,26,115,7
"88697",2,0,6,3,18,8,115,7
"88698",2,1,70,5,13,3,115,7
"88699",41,1,7,1,11,0,115,7
"88700",15,1,41,1,17,8,115,7
"88701",3,1,22,2,21,7,115,7
"88702",14,1,50,1,10,10,115,7
"88703",10,1,28,0,12,29,115,7
"88704",1,0,13,5,13,30,115,7
"88705",4,1,47,5,15,5,115,7
"88706",4,1,20,0,15,2,115,7
"88707",12,1,30,0,16,9,115,7
"88708",1,1,11,0,15,8,115,7
"88709",8,1,40,0,16,5,115,7
"88710",12,1,45,1,10,7,115,7
"88711",5,1,40,1,11,7,115,7
"88712",9,0,8,1,12,4,115,7
"88713",2,1,21,3,8,19,115,7
"88714",1,1,13,3,22,30,115,7
"88715",2,0,4,1,16,30,115,7
"88716",24,1,5,5,14,12,115,7
"88717",5,0,6,2,11,10,115,7
"88718",4,0,6,3,10,30,115,7
"88719",3,1,7,6,14,6,115,7
"88720",6,0,4,4,16,30,115,7
"88721",7,1,9,0,12,9,115,7
"88722",23,0,7,1,15,21,115,7
"88723",7,0,7,3,13,30,115,7
"88724",6,0,36,0,18,7,115,7
"88725",2,1,18,1,20,6,115,7
"88726",13,1,23,6,23,7,115,7
"88727",5,1,8,3,16,2,115,7
"88728",5,1,14,0,9,30,115,7
"88729",13,1,31,0,12,23,115,7
"88730",1,1,4,0,15,27,115,7
"88731",6,1,7,0,12,30,115,7
"88732",5,1,4,5,23,30,115,7
"88733",10,1,19,0,12,9,115,7
"88734",4,1,4,5,14,17,115,7
"88735",2,1,4,2,10,30,115,7
"88736",3,1,4,0,22,30,115,7
"88737",2,1,4,3,8,20,115,7
"88738",1,1,7,3,16,28,115,7
"88739",11,1,30,0,13,13,115,7
"88740",1,1,14,4,13,2,115,7
"88741",7,1,6,2,0,10,115,7
"88742",15,1,5,4,18,30,115,7
"88743",7,1,34,0,13,8,115,7
"88744",1,1,5,3,18,30,115,7
"88745",3,1,29,2,14,30,115,7
"88746",4,1,4,5,11,30,115,7
"88747",5,1,5,6,11,30,51,13
"88748",13,1,8,2,18,30,51,13
"88749",5,1,8,2,9,13,51,13
"88750",21,1,37,5,19,17,24,4
"88751",6,0,33,4,15,4,24,4
"88752",1,1,8,6,12,13,24,4
"88753",3,1,100,2,18,1,20,11
"88754",9,1,18,6,18,30,59,15
"88755",9,0,11,3,7,27,59,15
"88756",12,1,12,6,11,30,123,4
"88757",6,0,45,0,11,9,31,7
"88758",6,0,47,0,16,4,31,7
"88759",13,1,8,3,13,14,31,7
"88760",11,0,21,0,13,7,31,7
"88761",1,1,18,5,12,12,31,7
"88762",7,1,22,5,13,13,85,17
"88763",4,1,19,4,22,4,85,17
"88764",3,1,16,0,14,30,85,17
"88765",24,1,6,4,18,26,85,17
"88766",12,1,14,0,16,30,85,17
"88767",8,0,57,0,18,5,85,17
"88768",5,0,19,6,14,1,55,11
"88769",38,1,9,2,15,30,20,11
"88770",3,0,13,3,9,15,20,11
"88771",8,1,5,6,19,12,83,4
"88772",12,1,26,6,13,30,83,4
"88773",12,0,13,6,19,18,83,4
"88774",37,0,8,0,12,30,83,4
"88775",10,0,12,3,15,9,83,4
"88776",2,0,10,1,16,10,83,4
"88777",6,0,19,4,18,7,83,4
"88778",11,1,28,0,7,7,83,4
"88779",5,0,4,2,13,9,83,4
"88780",12,1,68,5,11,4,83,4
"88781",7,1,5,0,12,14,83,4
"88782",9,1,8,4,15,17,83,4
"88783",20,0,4,5,16,30,83,4
"88784",23,1,22,6,17,30,83,4
"88785",10,1,14,1,18,15,83,4
"88786",11,1,30,6,16,8,83,4
"88787",11,1,16,6,21,7,83,4
"88788",13,1,46,0,12,8,83,4
"88789",2,0,23,5,19,5,83,4
"88790",4,1,33,1,7,5,83,4
"88791",15,1,12,0,10,4,83,4
"88792",6,0,5,4,16,30,83,4
"88793",6,0,8,0,16,30,83,4
"88794",15,0,9,1,11,30,89,13
"88795",9,1,7,4,17,18,89,13
"88796",7,0,11,2,13,16,89,13
"88797",24,1,14,6,9,25,89,13
"88798",11,0,4,6,10,22,93,3
"88799",11,0,4,0,19,30,93,3
"88800",1,0,33,3,10,22,105,13
"88801",16,0,37,3,0,3,11,11
"88802",9,0,7,4,11,18,29,13
"88803",11,0,4,0,19,21,107,19
"88804",26,0,6,0,12,30,107,19
"88805",11,0,21,0,17,10,107,19
"88806",9,1,15,0,17,14,107,19
"88807",13,1,25,5,8,30,107,19
"88808",4,1,7,2,18,30,107,19
"88809",19,0,4,5,16,7,38,1
"88810",9,0,7,1,17,30,75,17
"88811",23,1,61,4,10,6,21,16
"88812",12,1,5,0,0,30,105,13
"88813",6,0,8,1,19,8,83,4
"88814",8,0,9,5,12,20,83,4
"88815",9,1,7,6,12,30,83,4
"88816",5,0,8,0,16,21,83,4
"88817",17,1,18,0,10,18,83,4
"88818",15,1,22,0,19,13,83,4
"88819",25,1,18,0,21,25,83,4
"88820",1,0,4,1,13,11,83,4
"88821",17,0,7,0,19,30,83,4
"88822",2,1,31,6,7,9,83,4
"88823",11,1,6,5,15,30,83,4
"88824",2,0,23,6,10,14,83,4
"88825",9,1,17,1,11,30,83,4
"88826",3,0,4,4,11,22,83,4
"88827",3,1,5,1,19,5,83,4
"88828",10,1,16,0,16,8,83,4
"88829",3,0,4,0,12,26,83,4
"88830",12,0,6,0,11,30,83,4
"88831",12,1,22,6,21,7,83,4
"88832",3,0,4,4,17,30,83,4
"88833",2,1,10,3,17,19,83,4
"88834",2,1,8,3,16,30,83,4
"88835",15,1,7,3,14,30,83,4
"88836",6,0,9,1,23,28,83,4
"88837",1,0,4,6,16,30,83,4
"88838",11,0,11,1,8,7,83,4
"88839",11,0,14,2,16,6,83,4
"88840",8,1,8,4,13,30,83,4
"88841",5,0,17,0,12,30,83,4
"88842",2,1,5,0,13,11,83,4
"88843",10,0,4,6,14,30,83,4
"88844",10,1,35,0,10,14,83,4
"88845",2,1,48,1,14,8,83,4
"88846",7,1,18,5,12,30,83,4
"88847",15,1,6,1,15,30,83,4
"88848",43,1,27,1,19,6,83,4
"88849",3,1,13,6,16,30,83,4
"88850",6,0,9,1,16,30,83,4
"88851",24,0,4,5,12,19,83,4
"88852",6,0,13,2,11,23,83,4
"88853",15,1,38,1,11,15,83,4
"88854",13,0,4,1,9,24,83,4
"88855",3,1,22,0,15,3,83,4
"88856",1,1,7,6,23,30,83,4
"88857",8,0,10,6,13,7,83,4
"88858",8,0,14,5,11,30,83,4
"88859",2,1,7,0,10,30,83,4
"88860",5,0,7,0,11,4,83,4
"88861",12,0,6,3,14,30,83,4
"88862",1,1,7,3,14,14,83,4
"88863",31,0,8,3,13,30,83,4
"88864",8,1,38,5,10,2,83,4
"88865",5,1,10,2,16,24,83,4
"88866",1,1,30,2,8,9,83,4
"88867",14,1,4,0,17,30,83,4
"88868",11,1,4,0,11,7,83,4
"88869",10,0,4,3,1,30,83,4
"88870",5,0,5,2,16,30,83,4
"88871",2,0,15,0,19,2,83,4
"88872",5,1,9,6,17,27,83,4
"88873",3,0,8,1,18,25,83,4
"88874",12,0,16,3,16,21,83,4
"88875",6,1,10,1,13,30,83,4
"88876",5,1,4,1,18,12,83,4
"88877",7,1,17,5,9,6,83,4
"88878",5,1,7,0,13,22,83,4
"88879",6,1,28,4,16,8,83,4
"88880",13,1,15,6,8,28,83,4
"88881",10,0,4,5,11,30,83,4
"88882",16,1,18,5,13,13,83,4
"88883",8,1,12,3,21,27,83,4
"88884",19,1,6,0,16,6,83,4
"88885",3,1,9,0,9,14,83,4
"88886",7,1,15,5,16,12,83,4
"88887",15,1,8,3,15,30,83,4
"88888",2,1,53,6,6,7,83,4
"88889",6,0,5,0,14,30,83,4
"88890",2,1,12,1,17,15,83,4
"88891",15,0,4,3,7,30,83,4
"88892",2,1,6,5,14,26,83,4
"88893",16,0,24,1,10,22,83,4
"88894",10,1,23,6,11,7,83,4
"88895",7,0,19,6,23,7,83,4
"88896",2,1,6,4,15,30,83,4
"88897",21,0,19,0,14,29,116,1
"88898",9,0,10,0,18,10,3,19
"88899",1,1,4,3,17,30,107,19
"88900",11,0,6,5,13,20,9,9
"88901",8,1,36,6,13,5,21,16
"88902",7,1,6,0,17,30,21,16
"88903",1,0,4,0,16,30,21,16
"88904",1,1,41,3,11,5,21,16
"88905",2,0,17,1,13,9,21,16
"88906",9,0,12,1,16,20,95,15
"88907",7,0,20,1,16,17,89,13
"88908",14,0,42,3,19,20,37,1
"88909",4,0,5,6,15,5,37,1
"88910",8,0,4,3,19,17,59,15
"88911",4,1,31,3,9,5,37,1
"88912",22,1,15,5,19,18,37,1
"88913",17,0,13,5,13,2,96,20
"88914",5,0,5,0,18,12,96,20
"88915",4,0,10,1,20,30,96,20
"88916",5,1,15,1,9,30,45,19
"88917",14,0,6,4,12,4,123,4
"88918",2,1,20,5,17,30,123,4
"88919",8,0,4,5,11,2,123,4
"88920",6,0,20,4,23,6,91,16
"88921",2,1,30,2,15,30,45,19
"88922",9,1,4,5,11,30,88,13
"88923",14,1,14,2,15,0,88,13
"88924",1,1,6,2,18,30,88,13
"88925",12,1,9,1,11,30,88,13
"88926",15,0,8,1,20,15,92,18
"88927",19,1,47,2,12,10,92,18
"88928",21,0,9,2,0,15,85,17
"88929",10,0,14,0,12,12,47,11
"88930",2,0,5,1,14,6,116,1
"88931",14,1,43,1,23,0,24,4
"88932",7,0,18,4,21,5,24,4
"88933",4,0,7,4,21,20,24,4
"88934",18,1,46,3,12,6,24,4
"88935",9,0,12,2,22,14,24,4
"88936",10,0,98,3,10,13,24,4
"88937",10,0,11,2,19,9,24,4
"88938",11,1,100,5,14,2,24,4
"88939",17,0,4,0,19,21,24,4
"88940",2,0,43,5,17,0,24,4
"88941",5,0,9,0,15,30,83,4
"88942",23,0,10,3,10,10,37,1
"88943",26,0,26,0,11,13,56,18
"88944",13,1,11,4,10,30,51,13
"88945",25,0,4,2,18,6,51,13
"88946",25,0,7,6,16,30,51,13
"88947",9,0,12,3,16,30,51,13
"88948",10,1,30,0,16,9,21,16
"88949",4,0,20,2,7,8,21,16
"88950",15,0,19,4,22,4,21,16
"88951",9,0,7,4,13,7,21,16
"88952",30,1,11,0,19,6,21,16
"88953",15,1,10,2,8,30,21,16
"88954",5,1,11,0,10,7,21,16
"88955",8,1,39,1,11,7,21,16
"88956",2,1,29,4,10,25,21,16
"88957",16,0,6,6,19,30,21,16
"88958",4,1,10,5,10,8,21,16
"88959",19,0,6,5,14,7,21,16
"88960",8,0,7,0,15,30,21,16
"88961",17,0,8,3,19,6,21,16
"88962",12,1,8,1,14,30,21,16
"88963",10,0,7,0,7,7,21,16
"88964",3,1,17,4,18,6,21,16
"88965",9,1,29,0,23,15,21,16
"88966",9,0,21,1,0,12,21,16
"88967",3,0,4,6,17,30,21,16
"88968",15,1,29,4,16,4,21,16
"88969",5,1,11,4,14,30,21,16
"88970",10,1,37,1,7,8,21,16
"88971",3,0,35,1,17,24,21,16
"88972",5,1,9,6,13,30,21,16
"88973",9,0,29,2,14,30,21,16
"88974",5,0,4,4,16,30,21,16
"88975",21,0,6,6,13,30,21,16
"88976",3,1,50,1,17,5,21,16
"88977",1,1,46,2,21,7,21,16
"88978",1,1,15,6,10,8,21,16
"88979",9,1,21,5,18,7,21,16
"88980",6,0,4,4,11,2,21,16
"88981",3,0,45,0,21,15,25,11
"88982",23,1,10,0,11,7,83,4
"88983",16,1,9,6,16,7,37,1
"88984",4,1,44,6,18,17,70,11
"88985",4,1,11,4,12,30,70,11
"88986",14,1,18,6,10,14,120,16
"88987",7,0,7,6,20,30,120,16
"88988",8,0,12,4,8,6,120,16
"88989",1,1,9,6,11,11,50,19
"88990",12,1,6,3,12,30,50,19
"88991",3,0,27,3,16,7,50,19
"88992",18,1,20,4,10,7,50,19
"88993",5,0,44,2,14,7,50,19
"88994",3,1,7,2,16,30,50,19
"88995",6,0,5,0,17,21,92,18
"88996",8,1,23,0,16,1,92,18
"88997",25,0,5,6,10,5,92,18
"88998",10,0,4,0,16,7,92,18
"88999",4,1,12,0,14,9,92,18
"89000",11,0,4,3,16,30,92,18
"89001",6,1,63,5,22,9,92,18
"89002",7,1,36,3,16,6,92,18
"89003",37,1,55,6,16,7,92,18
"89004",6,0,17,0,9,7,92,18
"89005",7,0,20,6,15,8,92,18
"89006",14,0,4,1,20,16,92,18
"89007",5,1,46,1,12,11,92,18
"89008",5,0,9,3,18,10,33,6
"89009",3,1,4,0,15,14,38,1
"89010",9,0,18,1,14,20,38,1
"89011",14,0,6,3,14,30,24,4
"89012",10,0,4,0,9,30,24,4
"89013",7,1,100,2,7,4,24,4
"89014",13,1,12,2,16,30,24,4
"89015",19,0,5,0,12,14,24,4
"89016",5,0,6,6,6,30,24,4
"89017",2,1,59,3,10,2,24,4
"89018",4,1,57,5,12,2,24,4
"89019",15,1,34,4,19,3,24,4
"89020",12,1,52,0,10,4,24,4
"89021",3,0,12,4,8,30,86,16
"89022",2,1,13,2,12,16,86,16
"89023",14,1,6,2,12,19,86,16
"89024",1,1,5,1,13,30,86,16
"89025",1,1,5,6,9,30,86,16
"89026",10,1,8,0,17,11,86,16
"89027",18,1,31,4,18,23,86,16
"89028",1,1,6,6,8,30,86,16
"89029",1,0,6,4,15,30,86,16
"89030",10,1,17,1,11,30,86,16
"89031",3,1,10,6,13,7,86,16
"89032",11,1,8,0,15,30,86,16
"89033",11,1,10,5,21,6,86,16
"89034",10,1,12,4,19,30,86,16
"89035",1,1,6,5,13,20,86,16
"89036",2,1,4,2,13,10,86,16
"89037",3,1,37,5,12,29,86,16
"89038",25,0,4,6,16,26,86,16
"89039",19,1,16,6,5,17,86,16
"89040",7,1,11,2,17,30,86,16
"89041",6,1,20,0,13,5,86,16
"89042",7,1,6,0,13,27,86,16
